country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Uganda,2018,uniqueid_1584,Rural,Yes,7,43,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1585,Rural,No,6,45,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1586,Rural,No,4,24,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1587,Urban,Yes,2,25,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1588,Rural,Yes,5,39,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Uganda,2018,uniqueid_1589,Rural,Yes,2,60,Female,Other relative,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1590,Urban,Yes,9,41,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1591,Rural,Yes,9,58,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1592,Rural,No,5,35,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1593,Rural,No,7,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1594,Urban,No,1,25,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1595,Rural,No,5,28,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1596,Urban,Yes,7,25,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1597,Rural,No,6,39,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1598,Urban,Yes,7,48,Female,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1599,Urban,Yes,5,26,Female,Spouse,Married/Living together,Secondary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1600,Rural,Yes,4,43,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1601,Rural,Yes,6,25,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1602,Rural,Yes,4,28,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1603,Rural,No,1,78,Female,Head of Household,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_1604,Rural,No,5,37,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,2018,uniqueid_1605,Rural,No,7,18,Male,Parent,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_1606,Rural,No,4,20,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_1607,Urban,Yes,5,45,Female,Head of Household,Married/Living together,Secondary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1608,Urban,Yes,7,30,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1609,Rural,Yes,7,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1610,Rural,Yes,3,17,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1611,Rural,No,6,32,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1612,Urban,Yes,3,19,Female,Head of Household,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1613,Urban,No,4,32,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1614,Rural,Yes,7,45,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1615,Rural,Yes,2,20,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1616,Urban,Yes,7,46,Male,Head of Household,Married/Living together,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1617,Rural,No,3,50,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1618,Rural,No,5,28,Male,Head of Household,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1619,Rural,Yes,1,31,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed
Uganda,2018,uniqueid_1620,Rural,No,8,58,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1621,Rural,Yes,6,23,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1622,Rural,Yes,2,19,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1623,Rural,Yes,7,27,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1624,Urban,Yes,5,28,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1625,Rural,Yes,6,60,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1626,Rural,No,5,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1627,Rural,Yes,2,62,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1628,Rural,Yes,7,40,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1629,Urban,Yes,5,23,Male,Parent,Single/Never Married,Vocational/Specialised training,Formally employed Private
Uganda,2018,uniqueid_1630,Urban,Yes,3,50,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1631,Urban,No,2,98,Female,Head of Household,Widowed,No formal education,No Income
Uganda,2018,uniqueid_1632,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1633,Rural,No,10,18,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_1634,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1635,Rural,Yes,9,43,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1636,Rural,Yes,3,26,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_1637,Urban,Yes,2,37,Female,Head of Household,Divorced/Seperated,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_1638,Urban,Yes,6,19,Female,Parent,Single/Never Married,Secondary education,Formally employed Private
Uganda,2018,uniqueid_1639,Urban,Yes,15,52,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_1640,Rural,Yes,8,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1641,Rural,Yes,7,21,Male,Parent,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1642,Rural,No,2,21,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1643,Urban,No,3,49,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1644,Urban,Yes,2,21,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_1645,Rural,Yes,1,55,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,2018,uniqueid_1646,Urban,Yes,6,20,Female,Other relative,Single/Never Married,Secondary education,Formally employed Private
Uganda,2018,uniqueid_1647,Rural,Yes,1,19,Male,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1648,Rural,Yes,8,32,Female,Parent,Divorced/Seperated,Primary education,Formally employed Private
Uganda,2018,uniqueid_1649,Rural,Yes,3,40,Female,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1650,Urban,Yes,1,20,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_1651,Rural,No,12,18,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1652,Rural,No,3,60,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1653,Rural,No,7,38,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1654,Urban,Yes,1,22,Female,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1655,Rural,Yes,2,54,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1656,Rural,Yes,5,34,Female,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1657,Rural,Yes,4,65,Female,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1658,Urban,Yes,6,34,Female,Head of Household,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_1659,Urban,Yes,3,17,Female,Other relative,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_1660,Urban,Yes,2,19,Male,Other non-relatives,Single/Never Married,Secondary education,Formally employed Private
Uganda,2018,uniqueid_1661,Rural,Yes,2,21,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1662,Rural,Yes,8,47,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1663,Rural,Yes,3,19,Female,Other relative,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1664,Rural,Yes,8,26,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1665,Rural,Yes,3,20,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1666,Rural,Yes,3,55,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1667,Rural,No,7,45,Female,Head of Household,Widowed,Primary education,Other Income
Uganda,2018,uniqueid_1668,Rural,Yes,11,52,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1669,Rural,No,2,16,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1670,Rural,Yes,8,39,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1671,Urban,Yes,4,40,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1672,Rural,Yes,10,43,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1673,Rural,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1674,Rural,Yes,7,33,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1675,Rural,Yes,3,23,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1676,Rural,Yes,3,22,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1677,Urban,Yes,2,55,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1678,Rural,No,7,44,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1679,Urban,Yes,6,36,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1680,Urban,Yes,7,35,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1681,Rural,No,5,25,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1682,Rural,No,4,38,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1683,Rural,Yes,7,30,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1684,Rural,No,5,64,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1685,Urban,Yes,3,36,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Uganda,2018,uniqueid_1686,Rural,No,10,40,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_1687,Urban,Yes,4,19,Female,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1688,Rural,Yes,2,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1689,Urban,Yes,3,20,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_1690,Rural,Yes,5,26,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1691,Rural,No,3,18,Male,Other non-relatives,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1692,Urban,Yes,4,26,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_1693,Rural,No,5,28,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1694,Urban,No,5,27,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1695,Rural,Yes,3,21,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_1696,Rural,No,2,70,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_1697,Rural,No,4,32,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1698,Rural,Yes,4,32,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1699,Rural,Yes,3,19,Male,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_1700,Urban,Yes,3,26,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1701,Rural,Yes,3,38,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1702,Rural,Yes,5,17,Male,Parent,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_1703,Rural,Yes,3,19,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1704,Rural,Yes,4,27,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_1705,Rural,Yes,3,27,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_1706,Rural,Yes,10,43,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_1707,Rural,No,6,45,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1708,Rural,Yes,8,65,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1709,Rural,Yes,10,48,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_1710,Urban,Yes,2,25,Female,Spouse,Married/Living together,Tertiary education,Other Income
Uganda,2018,uniqueid_1711,Rural,No,5,34,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_1712,Urban,Yes,2,24,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Uganda,2018,uniqueid_1713,Rural,Yes,7,38,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_1714,Urban,Yes,2,31,Female,Head of Household,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_1715,Urban,Yes,5,49,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_1716,Urban,Yes,1,23,Male,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_1717,Rural,No,13,65,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_1718,Rural,Yes,4,20,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_1719,Urban,Yes,1,23,Male,Head of Household,Single/Never Married,Primary education,Other Income
